X,Y,Stress
96.75384742393628,1.820605352651622,0
136.2417453147033,90.59819404595831,0
104.47295251021103,88.84332189846955,0
105.06342334126623,111.26003385011892,0
140.9433986255614,80.89489847803979,0
92.81998508064659,48.75710035127856,0
4.199177909727181,56.28130167220487,0
111.40398215697151,121.07090212139434,0
53.99296020120233,135.89180465105076,0
52.019812696034144,40.79239740835819,0
45.029920415985956,13.41171817453054,0
54.2942624401109,132.4003020757578,0
67.31422052326946,104.4410130316151,0
29.34268543972837,117.23076337749454,0
68.45739151141404,69.03143445686781,0
117.74010938416153,63.75967268779451,0
81.65597636880916,48.91332908851019,0
140.00481089314096,102.22547616233416,0
46.97984043971451,146.89947450034967,0
3.791376773320565,74.37743666518011,0
7.8429642170056715,120.59632831715561,0
117.8361883494159,127.23478545136197,0
146.31626542980672,119.3475345951844,0
58.307681033701954,49.92939966738266,0
13.161553240942931,135.3870759341625,0
136.64359806437872,53.507108535401514,0
101.59663144759338,68.95076059802804,0
32.177136926735336,99.34811034577476,0
136.22108742314913,17.09527409181796,0
25.422895274349848,98.92183148802607,0
88.87592500020277,120.14831969495503,0
108.72108889469513,101.59299252960267,0
92.03354895683692,72.75554732872972,0
68.93335448410082,126.83317842378146,0
72.5230841948147,57.2787323307013,0
78.15849287152739,137.8696095327354,0
96.5886313249485,97.31725130287991,0
137.34096343141206,72.48786043643017,0
59.61873707913243,0.1984907691847393,0
22.821127783758534,85.87878535934107,0
10.325715567965776,55.56285603538658,0
133.23759480259537,36.93412832408461,0
109.99961019061674,2.8693085906073112,0
7.990733203708284,19.69141533178485,0
144.830504781641,42.10062244405922,0
65.46192007598883,81.44838229223318,1
139.08201278727716,94.12597829277357,0
139.84721188545242,82.75733488818999,0
69.32022392581712,131.87461799137472,0
147.9315698337707,110.14474421830872,0
75.6154311468255,18.054276247793826,0
79.31365021477339,45.26327567689576,0
89.12509497572071,117.71591396534262,0
112.61670414429749,57.43879313792984,0
31.48756587855401,13.917445440866505,0
63.99927510219137,63.30729594949167,0
131.45160004635216,106.6454088510812,0
112.9653582747255,38.021159483518794,0
16.39460468194187,25.77137155476059,0
109.46165327863785,116.32561561658223,0
138.1759471799601,122.2225213781327,0
145.62761333513274,143.91536489566445,0
118.68247525977189,5.211323040006594,0
108.83293747718452,120.21663047731681,0
54.50570267063011,116.14665983156954,0
73.01234436141134,132.02000530173765,0
100.23127945321536,49.79031256871102,0
60.18047068664491,77.76284335241516,0
120.97813729689756,122.87762418244988,0
139.62189669044932,1.9513097662717416,0
126.04519176846408,101.46029629151654,0
48.19491229181704,81.02769234994943,1
32.751044001920434,7.265585855615836,0
88.33474806005003,59.79792612665937,0
26.511030366774012,108.02468043334989,0
23.475391015900588,134.82271727150462,0
5.00133608362029,42.22583173771678,0
84.80163922744077,54.05406561021173,0
21.21641675306153,125.53676101366169,0
120.02703260779137,101.20432254972042,0
3.7176629956295337,8.713134202996725,0
148.68955583812837,40.6589202906861,0
67.33067477553726,14.044254490356517,0
143.51873095769758,0.38036385281929874,0
96.66336489127363,94.42768749957528,0
44.043710569709305,119.89649754215009,0
29.736210441653416,91.61697231544139,0
87.87608803383584,1.652728624908223,0
68.44876014394116,124.57453320157191,0
122.5648439614931,136.92676881425692,0
34.47186341153483,81.5679231062313,0
57.14856463883188,110.60143290109048,0
23.32365993211044,95.43702429915336,0
141.1944910980824,0.227515829571745,0
106.91705615218868,72.69409179054817,0
119.85027124252241,14.030104938669824,0
51.19480510482987,138.25185650226047,0
44.93463685399436,32.69174677119502,0
58.21234570456529,3.8046914179700684,0
54.99008793322404,21.091654669774123,0
135.77012836713956,110.80441050985134,0
105.34923073579986,85.82795828893825,0
127.51430742286186,24.140795102518016,0
75.55018368528349,94.88477243584465,1
142.0471439465159,132.70846586448084,0
1.9047830221549655,84.35105424258668,0
48.90399434211819,34.264172266126366,0
125.20094532144599,83.75191240426578,0
69.40426984700377,64.28433683996946,0
6.626673429096846,124.54598272969638,0
139.20569785465693,114.03705825768513,0
30.43643576737462,65.53461939707513,0
62.78345223452641,119.6617448518129,0
123.82841601387942,83.29895341539589,0
112.43524864030947,76.08957511184506,0
16.58134285984696,148.89236007347137,0
144.1337798863694,122.23901765995697,0
140.9172766190035,6.831125063142379,0
113.37596251005273,19.786772286874342,0
123.84604059844389,74.84622708738551,0
111.86653832059113,87.87664344851535,0
50.40094960032382,50.15736995782241,0
103.03751101531672,12.92127793245167,0
65.923971829121,64.39909681158571,0
18.29862764704884,2.0612192977247923,0
121.80720410108471,0.4782487723323847,0
147.42890152155573,147.0574169478394,0
81.93164192031749,24.2629398595019,0
82.7100194536609,58.31930056488055,0
146.68324569494848,98.11728805538507,0
130.76878788452123,46.29659313018509,0
32.19505662164765,24.3572001758158,0
81.49494346732914,101.12635274830959,0
16.02896091413405,39.01950470580744,0
149.41494030078087,79.15382513034514,0
