X,Y,Stress
145.29217628268162,10.648167953520254,0
10.220850473593773,106.16619094943829,0
11.86559406503211,123.23541817629078,0
61.16976108535714,75.55483218914648,0
26.51524988999709,75.48869644925412,0
50.141119146612205,67.68389286295015,0
30.290720143073617,100.21749949348752,0
1.0480733375533346,94.82424312750273,0
88.3352829136508,51.60615510336574,0
44.656120816175566,78.1100853026101,0
128.01645836892737,46.93896288517289,0
146.26050050197577,121.76632791031689,0
27.44163669388488,62.21285425829416,0
137.70695212762385,0.7802676100692185,0
35.42565149379334,140.8701291044535,0
76.06192742478962,92.82242709589002,1
64.81659451425546,36.506557337948074,0
96.43722538229288,22.135912656090163,0
34.641267030297115,92.24322188160248,0
39.016836624796895,30.011438470972777,0
2.6207312458022383,88.98437392235488,0
47.94200539588027,41.18265156788532,0
71.02288947510588,41.957446389773466,0
18.893327008503697,54.56014217859187,0
89.65362714993982,130.12035903707397,0
98.54261702123354,6.465774367643262,0
60.44180340867323,145.36113792558467,0
119.66376605325378,56.42760313730871,0
93.17417964982964,70.53133978726692,0
94.44056090411276,31.757961430748992,0
30.44817946791551,87.03617887960422,0
24.368524926225355,114.70970247222226,0
27.5125123658409,32.52775223518139,0
33.827728761774495,20.809648275978716,0
89.96661880971455,102.69524161789485,0
117.5304108473609,85.7982512221352,0
107.2066629884208,84.4989424934333,0
29.952926454509253,39.0019317845048,0
23.541075076468587,124.12652486306372,0
128.0965897709286,111.74304472420641,0
113.84541647871855,136.01071455217865,0
46.4417232405989,111.58469999188955,0
104.96021608291655,85.70238460450146,0
58.55733559596782,147.17274456732974,0
62.46847694608288,21.557549262597643,0
131.5032289311523,131.55982107955728,0
17.476159861630965,21.382493980275775,0
54.44695395919503,115.82719040525956,0
137.34127444275563,62.276045793671514,0
70.22565034897322,146.38755939523895,0
123.67000042837115,79.95479315209086,0
27.95678678282232,105.0785083544091,0
83.64299386327902,91.70271233593633,0
8.607389766144141,113.58130303861026,0
56.57787698852013,89.16410976873863,1
76.83564456836716,122.22280053332545,0
33.84997675467171,36.540138476289044,0
104.81592177102202,69.58534049204978,0
60.023100694531436,96.68323049104771,1
23.039270485522483,112.39597532068609,0
87.34978766009279,52.20226392832975,0
80.28342219496506,122.50768607488229,0
124.40033480602652,56.96445560420808,0
39.79522683175671,50.76450673699811,0
16.788101544067757,107.13433716087033,0
47.89936151647745,61.654169481721105,0
75.26474477690238,19.161473909644922,0
110.743936034168,134.77573989614658,0
121.69665319131275,0.48949965209275637,0
103.59643942655457,43.120768186648675,0
136.4192106968045,92.74859405692446,0
100.53362241874902,130.23125517204724,0
87.90959382008324,96.42396078499007,0
122.71058962950059,67.91726942661498,0
57.21535843898402,147.82607219132262,0
60.75138981744831,40.96162629208963,0
40.11686671862677,79.12284278419625,0
143.48126387093527,102.78452267312599,0
110.61532010253727,13.598487502349144,0
147.12490998483753,29.256608751431262,0
76.21614521100578,128.90532975397863,0
16.140347449602245,69.96918712492305,0
42.666485905190385,120.43484400794715,0
77.72013108600429,85.2555040795363,1
108.19223649608305,120.33455942600291,0
122.04734074915605,11.056441648253056,0
47.14435811639217,49.03009550215292,0
14.729729249613182,131.5805722461428,0
49.96024214019677,145.8740507283193,0
